Active School Zone,AGE,At Intersection,Charge,Crash ID,Crash Severity,Date/Time,Ethnicity,Gender,Helmet Damage,Person Age,SPEED LIMIT,Speed Limit,Surface Condition,Weather Condition,Weekday,Deaths,Injuries,Latitude,Longitude,Not Injured
NO,45,TRUE,NO CHARGES,15925505,POSSIBLE INJURY,20/08/2017 17:49,WHITE,MALE,NOT DAMAGED,45,35,35,DRY,CLEAR,SUNDAY,0,1,30.26587478,-97.73502247,2
NO,65,TRUE,FTYROW - NMV,15107556,POSSIBLE INJURY,12/05/2016 17:11,WHITE,MALE,NOT DAMAGED,66,30,30,DRY,CLEAR,THURSDAY,0,1,30.28586249,-97.76398542,1
NO,30,TRUE,NO CHARGES,16975398,POSSIBLE INJURY,14/03/2019 16:32,WHITE,MALE,NOT DAMAGED,33,30,30,DRY,CLEAR,THURSDAY,0,1,30.25870478,-97.72622247,1
NO,20,TRUE,NO CHARGES,14998088,POSSIBLE INJURY,22/03/2016 17:11,WHITE,MALE,NOT DAMAGED,22,30,30,DRY,CLEAR,TUESDAY,0,1,30.26901478,-97.74629246,1
NO,40,TRUE,NO CHARGES,15711512,POSSIBLE INJURY,18/04/2017 17:31,WHITE,MALE,NOT DAMAGED,41,35,35,DRY,CLEAR,TUESDAY,0,1,30.31402477,-97.73875246,1
NO,30,TRUE,NO CHARGES,18240021,POSSIBLE INJURY,05/05/2021 21:45,WHITE,MALE,NOT DAMAGED,32,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.26715478,-97.73581246,0
NO,25,TRUE,NO CHARGES,18314791,POSSIBLE INJURY,16/06/2021 15:45,WHITE,MALE,NOT DAMAGED,27,20,20,DRY,CLEAR,WEDNESDAY,0,1,30.27661478,-97.74582246,1
NO,25,TRUE,NO CHARGES,15140213,POSSIBLE INJURY,01/06/2016 18:27,WHITE,MALE,NOT DAMAGED,27,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.23816479,-97.76212246,1
NO,45,TRUE,NO CHARGES,15787143,POSSIBLE INJURY,24/05/2017 16:33,WHITE,MALE,NOT DAMAGED,45,45,45,DRY,CLEAR,WEDNESDAY,0,1,30.29649477,-97.74211246,1
NO,45,TRUE,NO CHARGES,18462049,POSSIBLE INJURY,08/09/2021 07:22,WHITE,MALE,NOT DAMAGED,47,45,45,DRY,CLEAR,WEDNESDAY,0,1,30.45016475,-97.81793244,1
NO,35,TRUE,NO CHARGES,16765539,POSSIBLE INJURY,28/11/2018 08:27,WHITE,MALE,NOT DAMAGED,36,55,55,DRY,CLEAR,WEDNESDAY,0,1,30.26462699,-97.78599159,1
NO,40,TRUE,NO CHARGES,17207032,SUSPECTED MINOR INJURY,26/07/2019 07:07,WHITE,MALE,NOT DAMAGED,44,35,35,DRY,CLEAR,FRIDAY,0,1,30.26599688,-97.75352517,1
NO,25,TRUE,NO CHARGES,18510668,SUSPECTED MINOR INJURY,04/10/2021 08:45,WHITE,MALE,NOT DAMAGED,25,30,30,DRY,CLEAR,MONDAY,0,1,30.29103477,-97.72712247,1
NO,25,TRUE,NO CHARGES,14917658,SUSPECTED MINOR INJURY,13/02/2016 16:22,WHITE,MALE,NOT DAMAGED,27,30,30,DRY,CLEAR,SATURDAY,0,1,30.30577477,-97.70289247,1
NO,25,TRUE,NO CHARGES,18456602,SUSPECTED MINOR INJURY,04/09/2021 14:50,WHITE,MALE,NOT DAMAGED,28,30,30,DRY,CLEAR,SATURDAY,0,1,30.28948477,-97.73678246,1
NO,35,TRUE,NO CHARGES,14857286,SUSPECTED MINOR INJURY,09/01/2016 11:34,WHITE,MALE,NOT DAMAGED,39,30,30,DRY,CLEAR,SATURDAY,0,1,30.32021477,-97.74435246,1
NO,60,TRUE,NO CHARGES,16695371,SUSPECTED MINOR INJURY,20/10/2018 19:41,WHITE,MALE,NOT DAMAGED,60,35,35,DRY,CLEAR,SATURDAY,0,1,30.21621554,-97.74406413,1
NO,30,TRUE,NO CHARGES,17497437,SUSPECTED MINOR INJURY,04/01/2020 14:14,WHITE,MALE,NOT DAMAGED,32,55,55,DRY,CLEAR,SATURDAY,0,1,30.40377461,-97.8539708,1
NO,50,TRUE,NO CHARGES,16670438,SUSPECTED MINOR INJURY,06/10/2018 15:25,WHITE,MALE,NOT DAMAGED,51,35,35,DRY,CLEAR,SATURDAY,0,1,30.32762477,-97.74913246,4
NO,40,TRUE,NO CHARGES,15731605,SUSPECTED MINOR INJURY,30/04/2017 13:00,WHITE,MALE,NOT DAMAGED,43,35,35,DRY,CLEAR,SUNDAY,0,1,30.30577477,-97.70289247,0
NO,60,TRUE,NO CHARGES,15761856,SUSPECTED MINOR INJURY,14/05/2017 11:38,WHITE,MALE,NOT DAMAGED,61,35,35,DRY,CLEAR,SUNDAY,0,1,30.26339562,-97.74449683,1
NO,15,TRUE,NO CHARGES,18344838,SUSPECTED MINOR INJURY,01/07/2021 21:47,WHITE,MALE,NOT DAMAGED,16,30,30,DRY,CLEAR,THURSDAY,0,1,30.34390476,-97.73420246,0
NO,25,TRUE,NO CHARGES,17248319,SUSPECTED MINOR INJURY,22/08/2019 22:04,WHITE,MALE,NOT DAMAGED,27,30,30,DRY,CLEAR,THURSDAY,0,1,30.24474478,-97.72417247,1
NO,45,TRUE,NO CHARGES,17856784,SUSPECTED MINOR INJURY,27/02/2020 14:45,WHITE,MALE,NOT DAMAGED,45,30,30,DRY,CLEAR,THURSDAY,0,1,30.36295476,-97.78251245,1
NO,65,TRUE,NO CHARGES,17835122,SUSPECTED MINOR INJURY,27/08/2020 19:07,WHITE,MALE,NOT DAMAGED,65,40,40,DRY,CLEAR,THURSDAY,0,1,30.33272909,-97.7041891,1
NO,50,TRUE,NO CHARGES,16588387,SUSPECTED MINOR INJURY,23/08/2018 13:30,WHITE,MALE,NOT DAMAGED,51,45,45,DRY,CLEAR,THURSDAY,0,1,,,1
NO,45,TRUE,NO CHARGES,14945134,SUSPECTED MINOR INJURY,25/02/2016 17:05,WHITE,MALE,NOT DAMAGED,48,35,35,DRY,CLEAR,THURSDAY,0,1,30.24702478,-97.75061246,2
NO,65,TRUE,NO CHARGES,16792261,SUSPECTED MINOR INJURY,11/12/2018 11:44,WHITE,MALE,NOT DAMAGED,65,30,30,DRY,CLEAR,TUESDAY,0,1,30.26427478,-97.74037246,1
NO,20,TRUE,NO CHARGES,15590078,SUSPECTED MINOR INJURY,14/02/2017 18:47,WHITE,MALE,NOT DAMAGED,22,35,35,DRY,CLEAR,TUESDAY,0,1,30.29323477,-97.74179246,1
NO,55,TRUE,NO CHARGES,16051566,SUSPECTED MINOR INJURY,31/10/2017 08:32,WHITE,MALE,NOT DAMAGED,57,35,35,DRY,CLEAR,TUESDAY,0,1,30.35247476,-97.72321246,1
NO,60,TRUE,NO CHARGES,17715014,SUSPECTED MINOR INJURY,19/05/2020 10:16,WHITE,MALE,NOT DAMAGED,62,45,45,DRY,CLEAR,TUESDAY,0,1,30.24976479,-97.86652243,1
NO,25,TRUE,NO CHARGES,15332545,SUSPECTED MINOR INJURY,21/09/2016 17:53,WHITE,MALE,NOT DAMAGED,26,30,30,DRY,CLEAR,WEDNESDAY,0,1,30.29787477,-97.74123246,1
NO,30,TRUE,NO CHARGES,17052212,SUSPECTED MINOR INJURY,17/04/2019 08:59,WHITE,MALE,NOT DAMAGED,32,30,30,DRY,CLEAR,WEDNESDAY,0,1,30.26999478,-97.73147247,1
NO,45,TRUE,NO CHARGES,16215790,SUSPECTED MINOR INJURY,24/01/2018 18:38,WHITE,MALE,NOT DAMAGED,47,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.30035477,-97.76590246,1
NO,30,TRUE,NO CHARGES,17233266,SUSPECTED MINOR INJURY,14/08/2019 13:18,WHITE,MALE,NOT DAMAGED,30,40,40,DRY,CLEAR,WEDNESDAY,0,1,30.25152954,-97.71338963,1
NO,55,TRUE,NO CHARGES,18124856,SUSPECTED SERIOUS INJURY,21/02/2021 17:01,WHITE,MALE,NOT DAMAGED,58,40,40,DRY,CLEAR,SUNDAY,0,1,30.43028475,-97.76470245,1
NO,10,TRUE,NO CHARGES,14917566,SUSPECTED SERIOUS INJURY,11/02/2016 16:31,WHITE,MALE,NOT DAMAGED,11,35,35,DRY,CLEAR,THURSDAY,0,1,30.35967476,-97.76665245,1
NO,35,TRUE,NO CHARGES,17694474,SUSPECTED SERIOUS INJURY,26/05/2020 19:44,WHITE,MALE,NOT DAMAGED,39,45,45,DRY,CLEAR,TUESDAY,0,1,30.27614665,-97.69978051,0
NO,15,TRUE,NO CHARGES,17017304,NOT INJURED,17/04/2019 11:49,WHITE,MALE,NOT DAMAGED,15,25,25,DRY,CLOUDY,WEDNESDAY,0,0,30.21922479,-97.79497245,2
NO,35,TRUE,NO CHARGES,17043168,POSSIBLE INJURY,30/04/2019 09:27,WHITE,MALE,NOT DAMAGED,36,35,35,DRY,CLOUDY,TUESDAY,0,1,30.29265477,-97.73366246,1
NO,30,TRUE,NO CHARGES,16305949,SUSPECTED MINOR INJURY,30/12/2017 18:33,WHITE,MALE,NOT DAMAGED,30,40,40,DRY,CLOUDY,SATURDAY,0,1,30.20489478,-97.77481246,0
NO,45,TRUE,NO CHARGES,17061403,SUSPECTED MINOR INJURY,09/05/2019 12:13,WHITE,MALE,NOT DAMAGED,49,35,35,DRY,CLOUDY,THURSDAY,0,1,30.2005648,-97.87847243,1
NO,70,TRUE,NO CHARGES,18344810,SUSPECTED MINOR INJURY,01/07/2021 11:56,WHITE,MALE,NOT DAMAGED,74,45,45,DRY,CLOUDY,THURSDAY,0,1,30.21459479,-97.87593243,1
NO,30,TRUE,NO CHARGES,15000235,SUSPECTED MINOR INJURY,31/03/2016 07:05,WHITE,MALE,NOT DAMAGED,34,35,35,DRY,CLOUDY,THURSDAY,0,1,30.27686478,-97.75139246,2
NO,30,TRUE,NO CHARGES,17159266,SUSPECTED MINOR INJURY,02/07/2019 08:27,WHITE,MALE,NOT DAMAGED,32,35,35,DRY,CLOUDY,TUESDAY,0,1,30.25841478,-97.75010246,1
NO,30,TRUE,NO CHARGES,16757600,SUSPECTED MINOR INJURY,21/11/2018 15:08,WHITE,MALE,NOT DAMAGED,31,35,35,DRY,CLOUDY,WEDNESDAY,0,1,30.27319478,-97.70025247,0
NO,50,TRUE,NO CHARGES,14875516,SUSPECTED MINOR INJURY,20/01/2016 08:15,WHITE,MALE,NOT DAMAGED,53,30,30,DRY,CLOUDY,WEDNESDAY,0,1,30.20389479,-97.77516246,1
NO,55,TRUE,NO CHARGES,16735172,SUSPECTED MINOR INJURY,07/11/2018 08:49,WHITE,MALE,NOT DAMAGED,56,35,35,DRY,CLOUDY,WEDNESDAY,0,1,30.38730073,-97.74576044,1
NO,25,TRUE,NO CHARGES,15277622,POSSIBLE INJURY,20/08/2016 14:12,WHITE,MALE,NOT DAMAGED,27,45,45,WET,CLOUDY,SATURDAY,0,1,30.1689448,-97.73851247,2
NO,25,TRUE,NO CHARGES,15889853,POSSIBLE INJURY,26/06/2017 07:17,WHITE,MALE,NOT DAMAGED,25,40,40,WET,RAIN,MONDAY,0,1,30.33692476,-97.67600248,1
NO,20,TRUE,NO CHARGES,17052303,POSSIBLE INJURY,02/05/2019 17:08,WHITE,MALE,NOT DAMAGED,22,35,35,WET,RAIN,THURSDAY,0,1,30.27438478,-97.71595247,1
NO,25,TRUE,NO CHARGES,15751012,SUSPECTED MINOR INJURY,09/05/2017 15:27,WHITE,MALE,NOT DAMAGED,25,35,35,WET,RAIN,TUESDAY,0,1,30.26901478,-97.74629246,1
NO,25,TRUE,NO CHARGES,14909161,POSSIBLE INJURY,08/02/2016 17:44,ASIAN,FEMALE,UNKNOWN,25,25,25,DRY,CLEAR,MONDAY,0,1,30.31220477,-97.71577247,1
NO,20,TRUE,NO CHARGES,14943028,POSSIBLE INJURY,29/02/2016 22:17,ASIAN,FEMALE,UNKNOWN,22,30,30,DRY,CLEAR,MONDAY,0,1,30.28768478,-97.74157246,1
NO,15,TRUE,NO CHARGES,17065275,POSSIBLE INJURY,12/05/2019 16:44,ASIAN,FEMALE,UNKNOWN,17,50,50,DRY,CLEAR,SUNDAY,0,1,30.40888265,-97.68129923,2
NO,25,TRUE,NO CHARGES,17934893,POSSIBLE INJURY,13/10/2020 13:07,ASIAN,FEMALE,UNKNOWN,27,35,35,DRY,CLEAR,TUESDAY,0,1,30.28264478,-97.74516246,1
NO,25,TRUE,NO CHARGES,15706723,SUSPECTED MINOR INJURY,08/04/2017 10:30,ASIAN,FEMALE,UNKNOWN,27,45,45,DRY,CLEAR,SATURDAY,0,1,30.24819973,-97.73538931,1
NO,20,TRUE,NO CHARGES,18050008,SUSPECTED MINOR INJURY,07/01/2021 17:08,ASIAN,FEMALE,UNKNOWN,21,40,40,DRY,CLEAR,THURSDAY,0,1,30.30784477,-97.74142246,0
NO,40,TRUE,NO CHARGES,17524215,SUSPECTED MINOR INJURY,17/01/2020 19:42,ASIAN,FEMALE,UNKNOWN,42,30,30,DRY,CLOUDY,FRIDAY,0,1,30.24769478,-97.73249247,2
NO,30,TRUE,NO CHARGES,18421826,NOT INJURED,28/07/2021 22:42,BLACK,FEMALE,UNKNOWN,32,35,35,DRY,CLEAR,WEDNESDAY,0,0,30.27399478,-97.69015248,2
NO,15,TRUE,NO CHARGES,17316454,POSSIBLE INJURY,26/09/2019 08:14,BLACK,FEMALE,UNKNOWN,15,45,45,DRY,CLEAR,THURSDAY,0,1,30.1736348,-97.82381245,2
NO,25,TRUE,NO CHARGES,15079962,SUSPECTED MINOR INJURY,21/04/2016 14:38,BLACK,FEMALE,UNKNOWN,25,35,35,DRY,CLEAR,THURSDAY,0,1,30.26872478,-97.74874246,0
NO,20,TRUE,NO CHARGES,16854762,POSSIBLE INJURY,15/01/2019 14:30,BLACK,FEMALE,UNKNOWN,22,30,30,DRY,CLOUDY,TUESDAY,0,1,30.26542478,-97.73357247,0
NO,20,TRUE,NO CHARGES,15471017,SUSPECTED MINOR INJURY,03/12/2016 10:08,BLACK,FEMALE,UNKNOWN,21,35,35,WET,RAIN,SATURDAY,0,1,30.30863477,-97.73443246,1
NO,30,TRUE,NO CHARGES,16801324,NOT INJURED,16/12/2018 18:30,HISPANIC,FEMALE,UNKNOWN,30,35,35,DRY,CLEAR,SUNDAY,0,0,30.15348381,-97.79145459,3
NO,20,TRUE,NO CHARGES,15573204,POSSIBLE INJURY,09/10/2016 02:45,HISPANIC,FEMALE,UNKNOWN,20,40,40,DRY,CLEAR,SUNDAY,0,1,30.28930477,-97.73460246,1
NO,35,TRUE,NO CHARGES,18238145,POSSIBLE INJURY,04/05/2021 19:35,HISPANIC,FEMALE,UNKNOWN,36,30,30,DRY,CLEAR,TUESDAY,0,1,30.33460477,-97.74914246,1
NO,35,TRUE,NO CHARGES,17934881,SUSPECTED MINOR INJURY,12/09/2020 18:18,HISPANIC,FEMALE,UNKNOWN,35,30,30,DRY,CLEAR,SATURDAY,0,1,30.25715373,-97.74688285,1
NO,20,TRUE,NO CHARGES,17290529,SUSPECTED MINOR INJURY,14/09/2019 06:14,HISPANIC,FEMALE,UNKNOWN,22,40,40,DRY,CLEAR,SATURDAY,0,1,30.22490479,-97.70349247,1
NO,30,TRUE,NO CHARGES,16053317,SUSPECTED MINOR INJURY,29/10/2017 20:10,HISPANIC,FEMALE,UNKNOWN,31,35,35,DRY,CLEAR,SUNDAY,0,1,30.22468479,-97.80452245,1
NO,40,TRUE,NO CHARGES,17644584,SUSPECTED MINOR INJURY,26/03/2020 11:33,HISPANIC,FEMALE,UNKNOWN,40,35,35,DRY,CLEAR,THURSDAY,0,1,30.32084477,-97.72637246,1
NO,5,TRUE,NO CHARGES,15175108,SUSPECTED SERIOUS INJURY,11/04/2016 17:42,HISPANIC,FEMALE,UNKNOWN,7,30,30,DRY,CLEAR,MONDAY,0,3,30.1806848,-97.80248245,1
NO,30,TRUE,NO CHARGES,17954043,SUSPECTED SERIOUS INJURY,07/11/2020 23:14,HISPANIC,FEMALE,UNKNOWN,31,25,25,DRY,CLEAR,SATURDAY,0,3,30.26550478,-97.74108246,1
NO,20,TRUE,NO CHARGES,15635514,SUSPECTED MINOR INJURY,08/03/2017 18:15,HISPANIC,FEMALE,UNKNOWN,23,30,30,DRY,CLOUDY,WEDNESDAY,0,1,30.30113477,-97.73918246,0
NO,25,TRUE,NO CHARGES,18426168,SUSPECTED MINOR INJURY,18/08/2021 12:20,HISPANIC,FEMALE,UNKNOWN,29,35,35,DRY,CLOUDY,WEDNESDAY,0,1,30.1796148,-97.74692247,1
NO,35,TRUE,NO CHARGES,17793735,SUSPECTED MINOR INJURY,29/07/2020 16:32,HISPANIC,FEMALE,UNKNOWN,38,45,45,DRY,CLOUDY,WEDNESDAY,0,1,30.23198479,-97.79146246,2
NO,20,TRUE,NO CHARGES,15326474,POSSIBLE INJURY,17/09/2016 18:05,OTHER,FEMALE,UNKNOWN,22,30,30,DRY,CLEAR,SATURDAY,0,1,30.27304478,-97.74953246,1
NO,20,TRUE,NO CHARGES,14907814,SUSPECTED MINOR INJURY,29/01/2016 02:13,OTHER,FEMALE,UNKNOWN,23,35,35,DRY,CLEAR,FRIDAY,0,1,30.26562982,-97.69552869,1
NO,35,TRUE,NO CHARGES,16564155,SUSPECTED MINOR INJURY,10/08/2018 07:53,OTHER,FEMALE,UNKNOWN,39,35,35,DRY,CLEAR,FRIDAY,0,1,30.28627477,-97.70637247,1
NO,20,TRUE,NO CHARGES,15671124,SUSPECTED SERIOUS INJURY,15/03/2017 22:23,OTHER,FEMALE,UNKNOWN,20,45,45,DRY,CLEAR,WEDNESDAY,0,2,30.25890478,-97.74621246,0
NO,50,TRUE,NO CHARGES,17954043,SUSPECTED SERIOUS INJURY,07/11/2020 23:14,OTHER,FEMALE,UNKNOWN,51,25,25,DRY,CLEAR,SATURDAY,0,3,30.26550478,-97.74108246,1
NO,25,TRUE,NO CHARGES,17580120,NOT INJURED,21/02/2020 06:49,WHITE,FEMALE,UNKNOWN,29,55,55,DRY,CLEAR,FRIDAY,0,0,30.21848496,-97.69091383,2
NO,20,TRUE,DISREGARD RED LIGHT,17262411,NOT INJURED,27/07/2019 09:13,WHITE,FEMALE,UNKNOWN,24,35,35,DRY,CLEAR,SATURDAY,0,0,30.27721478,-97.74083246,2
NO,25,TRUE,NO CHARGES,17975574,NOT INJURED,05/07/2018 17:29,WHITE,FEMALE,UNKNOWN,25,35,35,DRY,CLEAR,THURSDAY,0,0,30.24177478,-97.72836247,2
NO,50,TRUE,NO CHARGES,15686185,NOT INJURED,08/03/2017 22:02,WHITE,FEMALE,UNKNOWN,53,30,30,DRY,CLEAR,WEDNESDAY,0,0,30.26339562,-97.74449683,2
NO,20,TRUE,NO CHARGES,17358735,POSSIBLE INJURY,04/10/2019 19:37,WHITE,FEMALE,UNKNOWN,23,30,30,DRY,CLEAR,FRIDAY,0,1,30.26432478,-97.73679246,1
NO,35,TRUE,NO CHARGES,15298051,POSSIBLE INJURY,02/09/2016 00:10,WHITE,FEMALE,UNKNOWN,38,30,30,DRY,CLEAR,FRIDAY,0,1,30.30817477,-97.72745247,1
NO,20,TRUE,NO CHARGES,15982385,POSSIBLE INJURY,22/09/2017 11:42,WHITE,FEMALE,UNKNOWN,21,35,35,DRY,CLEAR,FRIDAY,0,1,30.28063478,-97.74551246,1
NO,25,TRUE,NO CHARGES,17272854,POSSIBLE INJURY,06/09/2019 07:42,WHITE,FEMALE,UNKNOWN,29,35,35,DRY,CLEAR,FRIDAY,0,1,30.23159479,-97.71753247,1
NO,40,TRUE,NO CHARGES,17450181,POSSIBLE INJURY,06/12/2019 10:18,WHITE,FEMALE,UNKNOWN,42,35,35,DRY,CLEAR,FRIDAY,0,1,30.21621554,-97.74406413,2
NO,20,TRUE,NO CHARGES,15407607,POSSIBLE INJURY,17/10/2016 16:16,WHITE,FEMALE,UNKNOWN,24,35,35,DRY,CLEAR,MONDAY,0,1,30.20489479,-97.77481246,0
NO,20,TRUE,NO CHARGES,18267543,POSSIBLE INJURY,15/03/2021 15:00,WHITE,FEMALE,UNKNOWN,22,45,45,DRY,CLEAR,MONDAY,0,1,30.26650046,-97.75626172,1
NO,30,TRUE,NO CHARGES,18522583,POSSIBLE INJURY,10/10/2021 15:02,WHITE,FEMALE,UNKNOWN,30,45,45,DRY,CLEAR,SUNDAY,0,1,30.2019748,-97.83803244,1
NO,35,TRUE,NO CHARGES,17639896,POSSIBLE INJURY,26/03/2020 17:07,WHITE,FEMALE,UNKNOWN,39,40,40,DRY,CLEAR,THURSDAY,0,1,30.21174479,-97.72955247,1
NO,30,TRUE,NO CHARGES,17103702,POSSIBLE INJURY,30/05/2019 16:11,WHITE,FEMALE,UNKNOWN,30,45,45,DRY,CLEAR,THURSDAY,0,1,30.21045479,-97.72684247,1
NO,25,TRUE,NO CHARGES,17007380,POSSIBLE INJURY,09/04/2019 21:35,WHITE,FEMALE,UNKNOWN,26,35,35,DRY,CLEAR,TUESDAY,0,1,30.26440478,-97.73049247,1
NO,25,TRUE,NO CHARGES,16424201,POSSIBLE INJURY,22/05/2018 10:49,WHITE,FEMALE,UNKNOWN,27,35,35,DRY,CLEAR,TUESDAY,0,1,30.26618478,-97.74350246,1
NO,20,TRUE,NO CHARGES,16363414,POSSIBLE INJURY,18/04/2018 16:29,WHITE,FEMALE,UNKNOWN,23,45,45,DRY,CLEAR,WEDNESDAY,0,1,30.30035477,-97.76590246,1
NO,30,TRUE,NO CHARGES,16357700,POSSIBLE INJURY,15/04/2018 18:06,WHITE,FEMALE,UNKNOWN,32,30,30,DRY,CLEAR,SUNDAY,0,2,30.26654478,-97.74482246,1
NO,35,TRUE,NO CHARGES,16357700,POSSIBLE INJURY,15/04/2018 18:06,WHITE,FEMALE,UNKNOWN,35,30,30,DRY,CLEAR,SUNDAY,0,2,30.26654478,-97.74482246,1
NO,25,TRUE,NO CHARGES,15365749,SUSPECTED MINOR INJURY,07/10/2016 22:19,WHITE,FEMALE,UNKNOWN,27,30,30,DRY,CLEAR,FRIDAY,0,1,30.28548478,-97.77529245,0
NO,25,TRUE,NO CHARGES,15653931,SUSPECTED MINOR INJURY,17/03/2017 21:40,WHITE,FEMALE,UNKNOWN,29,40,40,DRY,CLEAR,FRIDAY,0,1,30.24785109,-97.77202717,0
NO,30,TRUE,NO CHARGES,15945888,SUSPECTED MINOR INJURY,01/09/2017 12:59,WHITE,FEMALE,UNKNOWN,31,30,30,DRY,CLEAR,FRIDAY,0,1,30.26984478,-97.71802247,1
NO,45,TRUE,NO CHARGES,18344870,SUSPECTED MINOR INJURY,02/07/2021 14:57,WHITE,FEMALE,UNKNOWN,45,45,45,DRY,CLEAR,FRIDAY,0,1,30.40737475,-97.71426246,1
NO,15,TRUE,NO CHARGES,18032942,SUSPECTED MINOR INJURY,20/09/2019 14:05,WHITE,FEMALE,UNKNOWN,18,50,50,DRY,CLEAR,FRIDAY,0,1,30.22328848,-97.74734329,1
NO,15,TRUE,NO CHARGES,18494412,SUSPECTED MINOR INJURY,24/09/2021 21:57,WHITE,FEMALE,UNKNOWN,18,35,35,DRY,CLEAR,FRIDAY,0,1,30.28876477,-97.74150246,3
NO,30,TRUE,NO CHARGES,16848578,SUSPECTED MINOR INJURY,14/01/2019 06:45,WHITE,FEMALE,UNKNOWN,30,30,30,DRY,CLEAR,MONDAY,0,1,30.26970478,-97.69290248,1
NO,10,TRUE,NO CHARGES,15623675,SUSPECTED MINOR INJURY,06/03/2017 07:33,WHITE,FEMALE,UNKNOWN,11,35,35,DRY,CLEAR,MONDAY,0,1,30.1739148,-97.80742245,1
NO,30,TRUE,NO CHARGES,17811416,SUSPECTED MINOR INJURY,10/08/2020 17:48,WHITE,FEMALE,UNKNOWN,31,35,35,DRY,CLEAR,MONDAY,0,1,30.27175478,-97.74141246,1
NO,30,TRUE,NO CHARGES,17052236,SUSPECTED MINOR INJURY,29/04/2019 16:12,WHITE,FEMALE,UNKNOWN,33,35,35,DRY,CLEAR,MONDAY,0,1,30.26429478,-97.74420246,1
NO,30,TRUE,NO CHARGES,16969293,SUSPECTED MINOR INJURY,25/03/2019 13:30,WHITE,FEMALE,UNKNOWN,33,35,35,DRY,CLEAR,MONDAY,0,1,30.35190476,-97.72201246,2
NO,35,TRUE,NO CHARGES,15802276,SUSPECTED MINOR INJURY,22/05/2017 23:42,WHITE,FEMALE,UNKNOWN,35,55,55,DRY,CLEAR,MONDAY,0,1,30.22162495,-97.76159608,2
NO,30,TRUE,NO CHARGES,17219495,SUSPECTED MINOR INJURY,05/08/2019 14:42,WHITE,FEMALE,UNKNOWN,33,35,35,DRY,CLEAR,MONDAY,0,1,30.26088478,-97.71372247,3
NO,30,TRUE,NO CHARGES,14941915,SUSPECTED MINOR INJURY,27/02/2016 10:25,WHITE,FEMALE,UNKNOWN,30,35,35,DRY,CLEAR,SATURDAY,0,1,30.26742478,-97.69435248,0
NO,55,TRUE,NO CHARGES,16786603,SUSPECTED MINOR INJURY,08/12/2018 19:26,WHITE,FEMALE,UNKNOWN,56,20,20,DRY,CLEAR,SATURDAY,0,1,,,1
NO,55,TRUE,NO CHARGES,17052545,SUSPECTED MINOR INJURY,04/05/2019 09:56,WHITE,FEMALE,UNKNOWN,58,55,55,DRY,CLEAR,SATURDAY,0,1,30.2340002,-97.87121275,1
NO,25,TRUE,NO CHARGES,17460889,SUSPECTED MINOR INJURY,15/12/2019 18:50,WHITE,FEMALE,UNKNOWN,26,30,30,DRY,CLEAR,SUNDAY,0,1,30.26872538,-97.74874468,1
NO,50,TRUE,NO CHARGES,17227171,SUSPECTED MINOR INJURY,11/08/2019 20:29,WHITE,FEMALE,UNKNOWN,53,45,45,DRY,CLEAR,SUNDAY,0,1,30.22814468,-97.77388425,1
NO,45,TRUE,NO CHARGES,15843303,SUSPECTED MINOR INJURY,02/07/2017 03:07,WHITE,FEMALE,UNKNOWN,47,55,55,DRY,CLEAR,SUNDAY,0,1,30.27167173,-97.73245069,1
NO,40,TRUE,NO CHARGES,17408194,SUSPECTED MINOR INJURY,14/11/2019 08:00,WHITE,FEMALE,UNKNOWN,43,30,30,DRY,CLEAR,THURSDAY,0,1,30.22711479,-97.78703245,0
NO,15,TRUE,NO CHARGES,16913695,SUSPECTED MINOR INJURY,21/02/2019 11:48,WHITE,FEMALE,UNKNOWN,19,35,35,DRY,CLEAR,THURSDAY,0,1,30.30441477,-97.74357246,1
NO,25,TRUE,NO CHARGES,17554538,SUSPECTED MINOR INJURY,06/02/2020 18:32,WHITE,FEMALE,UNKNOWN,28,35,35,DRY,CLEAR,THURSDAY,0,1,30.26991478,-97.74210246,1
NO,20,TRUE,WARNING CITATION FAIL TO MAINTAIN ASSURED CLEAR DISTANCE,16663070,SUSPECTED MINOR INJURY,04/10/2018 17:28,WHITE,FEMALE,UNKNOWN,23,35,35,DRY,CLEAR,THURSDAY,0,1,30.28171478,-97.74192246,1
NO,40,TRUE,NO CHARGES,17696383,SUSPECTED MINOR INJURY,21/05/2020 14:08,WHITE,FEMALE,UNKNOWN,40,45,45,DRY,CLEAR,THURSDAY,0,1,30.17898006,-97.84027876,1
NO,25,TRUE,NO CHARGES,16861291,SUSPECTED MINOR INJURY,22/01/2019 11:50,WHITE,FEMALE,UNKNOWN,26,35,35,DRY,CLEAR,TUESDAY,0,1,30.26337478,-97.74450246,1
NO,35,TRUE,NO CHARGES,16186063,SUSPECTED MINOR INJURY,02/01/2018 20:00,WHITE,FEMALE,UNKNOWN,38,35,35,DRY,CLEAR,TUESDAY,0,1,30.25603478,-97.70167247,1
NO,30,TRUE,NO CHARGES,16841455,SUSPECTED MINOR INJURY,09/01/2019 18:55,WHITE,FEMALE,UNKNOWN,30,55,55,DRY,CLEAR,WEDNESDAY,0,1,30.1535566,-97.79143327,1
